,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
4147,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4148,2,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,0
4149,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4
4150,2,3,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0
4151,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
4152,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1
4153,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4
4154,2,0,2,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0
4155,2,3,2,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,4,0
4156,2,3,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,5,0
4157,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
4158,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4159,2,3,4,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,2,5,0
4160,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,1
4161,2,0,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,4,0
4162,5,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,4
4163,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4164,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,0
4165,2,0,1,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2
4166,5,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4167,2,0,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1
4168,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1
4169,2,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4170,5,2,0,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,3,5
4171,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4172,5,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1
4173,2,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
4174,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4175,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0
4176,2,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,2,5,0
4177,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,4
4178,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4
4179,2,3,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,2,5,0
4180,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4
4181,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4182,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0
4183,2,0,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0
4184,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
4185,5,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4186,2,3,4,1,5,1,0,0,7,1,1,2,2,6,7,0,2,1,4,3,5,0
4187,2,0,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,3,4,0
4188,5,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4189,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
4190,2,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0
4191,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,4
4192,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,4
4193,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1
4194,2,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5
4195,2,0,2,1,5,1,0,0,9,1,1,2,2,6,6,0,2,1,4,3,5,0
4196,5,3,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0
4197,5,3,3,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,4,0
4198,5,0,3,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,2,4,0
4199,5,0,5,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,3,4,0
4200,5,3,4,0,8,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2
4201,2,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
4202,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,1
4203,5,2,3,1,2,1,0,0,10,1,1,2,0,7,7,0,2,1,4,1,3,5
4204,2,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4205,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
4206,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,4
4207,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0
4208,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,0
4209,5,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1
4210,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1
4211,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1
4212,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1
4213,5,0,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4214,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1
4215,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1
4216,2,2,3,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,5
4217,5,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4218,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4219,2,3,3,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
4220,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0
4221,2,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,0
4222,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4
4223,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
4224,2,3,2,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0
4225,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0
4226,2,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,0
4227,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4228,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,1
4229,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4
4230,5,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0
4231,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,4
4232,2,2,8,1,2,1,0,0,7,1,1,0,0,7,7,0,2,1,4,1,3,5
4233,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1
4234,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0
4235,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
4236,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4237,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4238,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4
4239,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4240,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4241,2,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,4,1
4242,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0
4243,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0
4244,5,3,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4245,5,2,8,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,1
4246,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4247,5,2,0,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1
4248,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
4249,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0
4250,5,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1
4251,5,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4252,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,1
4253,2,3,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0
4254,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4
4255,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,4
4256,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1
4257,2,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4
4258,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,0
4259,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
4260,2,0,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,1
4261,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4262,5,0,5,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,3,0
4263,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4264,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,1
4265,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1
4266,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4267,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4268,5,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,0
4269,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
4270,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,4,4
4271,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0
4272,5,3,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4273,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,4
4274,2,3,3,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4275,5,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
4276,3,3,4,0,5,1,1,1,10,0,1,0,0,7,4,0,2,1,0,7,4,2
4277,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4
4278,5,3,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,1
4279,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,1
4280,5,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,0
4281,5,0,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,4
4282,2,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,1
4283,2,2,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
4284,2,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4
4285,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
4286,5,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4287,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4
4288,5,0,9,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,0
4289,2,3,3,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1
4290,2,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4291,3,2,5,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6
4292,5,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4293,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,4
4294,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
4295,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
4296,5,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,5,4
4297,2,0,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
4298,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1
4299,2,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1
4300,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0
4301,5,0,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0
4302,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1
4303,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,0
4304,2,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1
4305,2,3,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0
4306,2,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,0
4307,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4308,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
4309,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1
4310,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1
4311,5,3,9,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,4
4312,2,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
4313,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,1
4314,5,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,4
4315,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1
4316,5,0,9,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,0
4317,2,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1
4318,2,3,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0
4319,2,0,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4320,2,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4321,2,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4322,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,4
4323,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4324,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
4325,2,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4
4326,5,3,6,0,5,1,0,1,7,0,0,2,0,7,7,0,2,1,1,1,4,0
4327,2,3,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,1
4328,5,0,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0
4329,5,3,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,4
4330,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4331,3,3,4,0,5,1,0,1,10,0,0,1,3,7,4,0,2,1,0,7,4,0
4332,2,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,0
4333,5,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4334,5,3,3,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,5,1
4335,2,3,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1
4336,5,0,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0
4337,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,0
4338,5,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4339,5,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4340,5,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4341,2,3,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,5,0
4342,2,0,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,4
4343,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4344,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1
4345,5,0,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,4
4346,2,0,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1
4347,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4348,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,1
4349,2,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,3,5
4350,5,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,1
4351,5,3,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
4352,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
4353,2,3,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0
4354,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0
4355,2,3,3,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4356,5,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1
4357,5,2,2,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6
4358,2,0,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,0
4359,2,0,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,0
4360,2,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4361,5,3,9,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,4
4362,2,3,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,0
4363,5,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1
4364,0,3,8,1,5,1,1,1,10,0,1,2,2,7,7,0,2,1,4,7,1,2
4365,2,2,0,1,2,1,0,0,3,1,1,2,2,7,7,0,2,1,4,1,4,5
4366,5,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,4
4367,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,5,0
4368,2,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,4,4
4369,2,3,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4
4370,2,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,0
4371,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0
4372,5,0,9,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,1
4373,2,0,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,5,1
4374,5,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,3,5
4375,2,3,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,4,0
4376,5,3,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0
4377,2,3,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,0
4378,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4379,2,3,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,4,0
4380,5,3,0,1,5,1,0,0,1,0,0,2,2,7,2,0,2,2,0,7,1,6
4381,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,1
4382,5,3,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0
4383,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4
4384,5,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4385,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,1
4386,2,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1
4387,5,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,1
4388,2,3,9,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,4,1
4389,5,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,1
4390,5,3,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,1
4391,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,4
4392,2,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,1
4393,5,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,0
4394,2,3,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,0
4395,2,3,3,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,4
4396,5,3,7,0,5,1,0,1,3,0,0,2,0,7,7,0,2,1,1,1,5,0
4397,5,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,1
4398,2,0,9,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,4,1
4399,2,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1
4400,5,0,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1
4401,2,0,9,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1
4402,2,0,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,4,1
4403,2,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,0
4404,2,0,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,1
4405,2,0,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,0
4406,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,4
4407,2,0,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,4
4408,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1
4409,2,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,0
4410,2,0,2,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,5,0
4411,2,2,0,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,4,5
4412,2,3,3,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,4,0
4413,2,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,4,4
4414,5,3,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1
4415,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,4
4416,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4417,2,3,4,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,4,0
4418,2,3,9,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,5,1
4419,5,2,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6
4420,5,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,5,1
4421,5,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,0
4422,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1
4423,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,4
4424,2,0,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,2,5,0
4425,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0
4426,2,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,4,1
4427,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,0
4428,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,1
4429,5,3,4,0,8,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,0
4430,2,0,9,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,4
4431,5,3,9,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,1
4432,2,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4
4433,2,0,9,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,4,0
4434,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,4
4435,2,3,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,4,1
4436,2,3,3,0,2,1,0,0,3,0,1,1,1,0,4,0,2,1,2,1,4,0
4437,2,0,3,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,4,1
4438,5,2,3,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,2,4,0
4439,5,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1
4440,2,2,3,1,2,1,0,0,3,1,1,0,0,7,7,0,2,1,4,1,3,5
